id,type,readonly,group,name
88,6,0,pid_rate,pitch_ki
89,6,0,pid_rate,pitch_kd
90,6,0,pid_rate,pitch_kff
91,6,0,pid_rate,yaw_kp
92,6,0,pid_rate,yaw_ki
93,6,0,pid_rate,yaw_kd
94,6,0,pid_rate,yaw_kff
95,0,0,pid_rate,rateFiltEn
96,6,0,pid_rate,omxFiltCut
97,6,0,pid_rate,omyFiltCut
98,6,0,pid_rate,omzFiltCut
99,8,0,colAv,enable
100,6,0,colAv,ellipsoidX
101,6,0,colAv,ellipsoidY
102,6,0,colAv,ellipsoidZ
103,6,0,colAv,bboxMinX
104,6,0,colAv,bboxMinY
105,6,0,colAv,bboxMinZ
106,6,0,colAv,bboxMaxX
107,6,0,colAv,bboxMaxY
108,6,0,colAv,bboxMaxZ
109,6,0,colAv,horizon
110,6,0,colAv,maxSpeed
111,6,0,colAv,sidestepThrsh
112,2,0,colAv,maxPeerLocAge
113,6,0,colAv,vorTol
114,2,0,colAv,vorIters
115,8,0,commander,enHighLevel
116,6,0,ctrlINDI,thrust_threshold
117,6,0,ctrlINDI,bound_ctrl_input
118,6,0,ctrlINDI,g1_p
119,6,0,ctrlINDI,g1_q
120,6,0,ctrlINDI,g1_r
121,6,0,ctrlINDI,g2
122,6,0,ctrlINDI,ref_err_p
123,6,0,ctrlINDI,ref_err_q
124,6,0,ctrlINDI,ref_err_r
125,6,0,ctrlINDI,ref_rate_p
126,6,0,ctrlINDI,ref_rate_q
127,6,0,ctrlINDI,ref_rate_r
128,6,0,ctrlINDI,act_dyn_p
129,6,0,ctrlINDI,act_dyn_q
130,6,0,ctrlINDI,act_dyn_r
131,6,0,ctrlINDI,filt_cutoff
132,6,0,ctrlINDI,filt_cutoff_r
133,8,0,ctrlINDI,outerLoopActive
134,6,0,ctrlMel,kp_xy
135,6,0,ctrlMel,kd_xy
136,6,0,ctrlMel,ki_xy
137,6,0,ctrlMel,i_range_xy
138,6,0,ctrlMel,kp_z
139,6,0,ctrlMel,kd_z
140,6,0,ctrlMel,ki_z
141,6,0,ctrlMel,i_range_z
142,6,0,ctrlMel,mass
143,6,0,ctrlMel,massThrust
144,6,0,ctrlMel,kR_xy
145,6,0,ctrlMel,kR_z
146,6,0,ctrlMel,kw_xy
147,6,0,ctrlMel,kw_z
148,6,0,ctrlMel,ki_m_xy
149,6,0,ctrlMel,ki_m_z
150,6,0,ctrlMel,kd_omega_rp
151,6,0,ctrlMel,i_range_m_xy
152,6,0,ctrlMel,i_range_m_z
153,6,0,ctrlAtt,tau_xy
154,6,0,ctrlAtt,zeta_xy
155,6,0,ctrlAtt,tau_z
156,6,0,ctrlAtt,zeta_z
157,6,0,ctrlAtt,tau_rp
158,6,0,ctrlAtt,mixing_factor
159,6,0,ctrlAtt,coll_fairness
160,6,0,cppm,rateRoll
161,6,0,cppm,ratePitch
162,6,0,cppm,angPitch
163,6,0,cppm,angRoll
164,6,0,cppm,rateYaw
165,6,0,hlCommander,vtoff
166,6,0,hlCommander,vland
167,8,0,flightmode,althold
168,8,0,flightmode,poshold
169,8,0,flightmode,posSet
170,8,0,flightmode,yawMode
171,8,0,flightmode,stabModeRoll
172,8,0,flightmode,stabModePitch
173,8,0,flightmode,stabModeYaw
174,8,0,locSrv,enRangeStreamFP32
175,8,0,locSrv,enLhAngleStream
176,6,0,locSrv,extPosStdDev
177,6,0,locSrv,extQuatStdDev
178,9,0,crtpsrv,echoDelay
179,8,0,kalman,resetEstimation
180,8,0,kalman,robustTdoa
181,8,0,kalman,robustTwr
182,6,0,kalman,pNAcc_xy
183,6,0,kalman,pNAcc_z
184,6,0,kalman,pNVel
185,6,0,kalman,pNPos
186,6,0,kalman,pNAtt
187,6,0,kalman,mNBaro
188,6,0,kalman,mNGyro_rollpitch
189,6,0,kalman,mNGyro_yaw
190,6,0,kalman,initialX
191,6,0,kalman,initialY
192,6,0,kalman,initialZ
193,6,0,kalman,initialYaw
194,6,0,kalman,maxPos
195,6,0,kalman,maxVel
196,8,0,health,startPropTest
197,8,0,health,startBatTest
198,9,0,health,propTestPWMRatio
199,9,0,health,batTestPWMRatio
200,8,0,memTst,resetW
201,6,0,posCtrlIndi,K_xi_x
202,6,0,posCtrlIndi,K_xi_y
203,6,0,posCtrlIndi,K_xi_z
204,6,0,posCtrlIndi,K_dxi_x
205,6,0,posCtrlIndi,K_dxi_y
206,6,0,posCtrlIndi,K_dxi_z
207,6,0,posCtrlIndi,pq_clamping
208,6,0,velCtlPid,vxKp
209,6,0,velCtlPid,vxKi
210,6,0,velCtlPid,vxKd
211,6,0,velCtlPid,vxKFF
212,6,0,velCtlPid,vyKp
213,6,0,velCtlPid,vyKi
214,6,0,velCtlPid,vyKd
215,6,0,velCtlPid,vyKFF
216,6,0,velCtlPid,vzKp
217,6,0,velCtlPid,vzKi
218,6,0,velCtlPid,vzKd
219,6,0,velCtlPid,vzKFF
220,6,0,posCtlPid,xKp
221,6,0,posCtlPid,xKi
222,6,0,posCtlPid,xKd
223,6,0,posCtlPid,xKff
224,6,0,posCtlPid,yKp
225,6,0,posCtlPid,yKi
226,6,0,posCtlPid,yKd
227,6,0,posCtlPid,yKff
228,6,0,posCtlPid,zKp
229,6,0,posCtlPid,zKi
230,6,0,posCtlPid,zKd
231,6,0,posCtlPid,zKff
232,9,0,posCtlPid,thrustBase
233,9,0,posCtlPid,thrustMin
234,6,0,posCtlPid,rLimit
235,6,0,posCtlPid,pLimit
236,6,0,posCtlPid,xVelMax
237,6,0,posCtlPid,yVelMax
238,6,0,posCtlPid,zVelMax
239,6,0,posEstAlt,estAlphaAsl
240,6,0,posEstAlt,estAlphaZr
241,6,0,posEstAlt,velFactor
242,6,0,posEstAlt,velZAlpha
243,6,0,posEstAlt,vAccDeadband
244,10,0,powerDist,idleThrust
245,6,0,quadSysId,thrustToTorque
246,6,0,quadSysId,pwmToThrustA
247,6,0,quadSysId,pwmToThrustB
248,6,0,quadSysId,armLength
249,6,0,sensfusion6,kp
250,6,0,sensfusion6,ki
251,6,0,sensfusion6,baseZacc
252,8,0,sound,effect
253,10,1,sound,neffect
254,9,0,sound,freq
255,8,0,stabilizer,estimator
256,8,0,stabilizer,controller
257,8,0,stabilizer,stop
258,9,1,cpu,flash
259,10,1,cpu,id0
260,10,1,cpu,id1
261,10,1,cpu,id2
262,8,0,tdoaEngine,logId
263,8,0,tdoaEngine,logOthrId
264,8,0,tdoaEngine,matchAlgo
265,8,0,lighthouse,method
266,8,0,lighthouse,bsCalibReset
267,8,0,lighthouse,systemType
268,9,1,lighthouse,bsAvailable
269,6,0,lighthouse,sweepStd
270,6,0,lighthouse,sweepStd2
271,8,0,lighthouse,enLhRawStream
272,9,0,lighthouse,lh2maxRate
273,10,1,firmware,revision0
274,9,1,firmware,revision1
275,8,1,firmware,modified
